test,layout,backend,size,success,cycles,expected,utilization,M,K,N,ops
21,default,fifo-1,48x16x24,FALSE,3,36,12,48,16,24,18432
61,default,fifo-1,48x16x40,FALSE,3,60,20,48,16,40,30720
81,default,fifo-1,48x16x48,FALSE,3,72,24,48,16,48,36864
101,default,fifo-1,48x16x56,FALSE,3,84,28,48,16,56,43008
1301,default,fifo-1,56x16x24,FALSE,3,42,14,56,16,24,21504
1341,default,fifo-1,56x16x40,FALSE,3,70,23.33333333,56,16,40,35840
1381,default,fifo-1,56x16x56,FALSE,3,98,32.66666667,56,16,56,50176
1421,default,fifo-1,56x16x72,FALSE,3,126,42,56,16,72,64512
2581,default,fifo-1,64x16x24,FALSE,3,48,16,64,16,24,24576
2621,default,fifo-1,64x16x40,FALSE,3,80,26.66666667,64,16,40,40960
2641,default,fifo-1,64x16x48,FALSE,3,96,32,64,16,48,49152
2661,default,fifo-1,64x16x56,FALSE,3,112,37.33333333,64,16,56,57344
3861,default,fifo-1,72x16x24,FALSE,3,54,18,72,16,24,27648
3901,default,fifo-1,72x16x40,FALSE,3,90,30,72,16,40,46080
3941,default,fifo-1,72x16x56,FALSE,3,126,42,72,16,56,64512
3981,default,fifo-1,72x16x72,FALSE,3,162,54,72,16,72,82944
36,round-robin,fifo-1,48x16x24,FALSE,3,36,12,48,16,24,18432
76,round-robin,fifo-1,48x16x40,FALSE,3,60,20,48,16,40,30720
1316,round-robin,fifo-1,56x16x24,FALSE,3,42,14,56,16,24,21504
1356,round-robin,fifo-1,56x16x40,FALSE,3,70,23.33333333,56,16,40,35840
1436,round-robin,fifo-1,56x16x72,FALSE,3,126,42,56,16,72,64512
2596,round-robin,fifo-1,64x16x24,FALSE,3,48,16,64,16,24,24576
2636,round-robin,fifo-1,64x16x40,FALSE,3,80,26.66666667,64,16,40,40960
3876,round-robin,fifo-1,72x16x24,FALSE,3,54,18,72,16,24,27648
3916,round-robin,fifo-1,72x16x40,FALSE,3,90,30,72,16,40,46080
3996,round-robin,fifo-1,72x16x72,FALSE,3,162,54,72,16,72,82944
2566,strided,fifo-1,64x16x16,FALSE,3,32,10.66666667,64,16,16,16384
1,default,fifo-1,48x16x16,TRUE,45,24,0.533333333,48,16,16,12288
41,default,fifo-1,48x16x32,TRUE,136,48,0.352941176,48,16,32,24576
121,default,fifo-1,48x16x64,TRUE,438,96,0.219178082,48,16,64,49152
141,default,fifo-1,48x16x72,TRUE,162,108,0.666666667,48,16,72,55296
161,default,fifo-1,48x24x16,TRUE,69,36,0.52173913,48,24,16,18432
181,default,fifo-1,48x24x24,TRUE,86,54,0.627906977,48,24,24,27648
201,default,fifo-1,48x24x32,TRUE,165,72,0.436363636,48,24,32,36864
221,default,fifo-1,48x24x40,TRUE,133,90,0.676691729,48,24,40,46080
241,default,fifo-1,48x24x48,TRUE,197,108,0.54822335,48,24,48,55296
261,default,fifo-1,48x24x56,TRUE,191,126,0.659685864,48,24,56,64512
281,default,fifo-1,48x24x64,TRUE,516,144,0.279069767,48,24,64,73728
301,default,fifo-1,48x24x72,TRUE,254,162,0.637795276,48,24,72,82944
321,default,fifo-1,48x32x16,TRUE,77,48,0.623376623,48,32,16,24576
341,default,fifo-1,48x32x24,TRUE,95,72,0.757894737,48,32,24,36864
361,default,fifo-1,48x32x32,TRUE,197,96,0.487309645,48,32,32,49152
381,default,fifo-1,48x32x40,TRUE,155,120,0.774193548,48,32,40,61440
401,default,fifo-1,48x32x48,TRUE,221,144,0.65158371,48,32,48,73728
421,default,fifo-1,48x32x56,TRUE,215,168,0.781395349,48,32,56,86016
441,default,fifo-1,48x32x64,TRUE,581,192,0.330464716,48,32,64,98304
461,default,fifo-1,48x32x72,TRUE,275,216,0.785454545,48,32,72,110592
481,default,fifo-1,48x40x16,TRUE,99,60,0.606060606,48,40,16,30720
501,default,fifo-1,48x40x24,TRUE,133,90,0.676691729,48,40,24,46080
521,default,fifo-1,48x40x32,TRUE,252,120,0.476190476,48,40,32,61440
541,default,fifo-1,48x40x40,TRUE,215,150,0.697674419,48,40,40,76800
561,default,fifo-1,48x40x48,TRUE,292,180,0.616438356,48,40,48,92160
581,default,fifo-1,48x40x56,TRUE,328,210,0.640243902,48,40,56,107520
601,default,fifo-1,48x40x64,TRUE,659,240,0.364188164,48,40,64,122880
621,default,fifo-1,48x40x72,TRUE,408,270,0.661764706,48,40,72,138240
641,default,fifo-1,48x48x16,TRUE,123,72,0.585365854,48,48,16,36864
661,default,fifo-1,48x48x24,TRUE,165,108,0.654545455,48,48,24,55296
681,default,fifo-1,48x48x32,TRUE,254,144,0.566929134,48,48,32,73728
701,default,fifo-1,48x48x40,TRUE,273,180,0.659340659,48,48,40,92160
721,default,fifo-1,48x48x48,TRUE,363,216,0.595041322,48,48,48,110592
741,default,fifo-1,48x48x56,TRUE,381,252,0.661417323,48,48,56,129024
761,default,fifo-1,48x48x64,TRUE,649,288,0.44375963,48,48,64,147456
781,default,fifo-1,48x48x72,TRUE,489,324,0.662576687,48,48,72,165888
801,default,fifo-1,48x56x16,TRUE,125,84,0.672,48,56,16,43008
821,default,fifo-1,48x56x24,TRUE,153,126,0.823529412,48,56,24,64512
841,default,fifo-1,48x56x32,TRUE,266,168,0.631578947,48,56,32,86016
861,default,fifo-1,48x56x40,TRUE,264,210,0.795454545,48,56,40,107520
881,default,fifo-1,48x56x48,TRUE,338,252,0.74556213,48,56,48,129024
901,default,fifo-1,48x56x56,TRUE,397,294,0.740554156,48,56,56,150528
921,default,fifo-1,48x56x64,TRUE,719,336,0.467315716,48,56,64,172032
941,default,fifo-1,48x56x72,TRUE,469,378,0.805970149,48,56,72,193536
961,default,fifo-1,48x64x16,TRUE,209,96,0.459330144,48,64,16,49152
981,default,fifo-1,48x64x24,TRUE,308,144,0.467532468,48,64,24,73728
1001,default,fifo-1,48x64x32,TRUE,438,192,0.438356164,48,64,32,98304
1021,default,fifo-1,48x64x40,TRUE,512,240,0.46875,48,64,40,122880
1041,default,fifo-1,48x64x48,TRUE,617,288,0.466774716,48,64,48,147456
1061,default,fifo-1,48x64x56,TRUE,716,336,0.469273743,48,64,56,172032
1081,default,fifo-1,48x64x64,TRUE,1037,384,0.370298939,48,64,64,196608
1101,default,fifo-1,48x64x72,TRUE,920,432,0.469565217,48,64,72,221184
1121,default,fifo-1,48x72x16,TRUE,146,108,0.739726027,48,72,16,55296
1141,default,fifo-1,48x72x24,TRUE,215,162,0.753488372,48,72,24,82944
1161,default,fifo-1,48x72x32,TRUE,354,216,0.610169492,48,72,32,110592
1181,default,fifo-1,48x72x40,TRUE,358,270,0.754189944,48,72,40,138240
1201,default,fifo-1,48x72x48,TRUE,437,324,0.741418764,48,72,48,165888
1221,default,fifo-1,48x72x56,TRUE,503,378,0.751491054,48,72,56,193536
1241,default,fifo-1,48x72x64,TRUE,923,432,0.468039003,48,72,64,221184
1261,default,fifo-1,48x72x72,TRUE,646,486,0.752321981,48,72,72,248832
1281,default,fifo-1,56x16x16,TRUE,49,28,0.571428571,56,16,16,14336
1321,default,fifo-1,56x16x32,TRUE,159,56,0.352201258,56,16,32,28672
1361,default,fifo-1,56x16x48,TRUE,141,84,0.595744681,56,16,48,43008
1401,default,fifo-1,56x16x64,TRUE,511,112,0.219178082,56,16,64,57344
1441,default,fifo-1,56x24x16,TRUE,80,42,0.525,56,24,16,21504
1461,default,fifo-1,56x24x24,TRUE,107,63,0.588785047,56,24,24,32256
1481,default,fifo-1,56x24x32,TRUE,191,84,0.439790576,56,24,32,43008
1501,default,fifo-1,56x24x40,TRUE,162,105,0.648148148,56,24,40,53760
1521,default,fifo-1,56x24x48,TRUE,228,126,0.552631579,56,24,48,64512
1541,default,fifo-1,56x24x56,TRUE,222,147,0.662162162,56,24,56,75264
1561,default,fifo-1,56x24x64,TRUE,606,168,0.277227723,56,24,64,86016
1581,default,fifo-1,56x24x72,TRUE,296,189,0.638513514,56,24,72,96768
1601,default,fifo-1,56x32x16,TRUE,89,56,0.629213483,56,32,16,28672
1621,default,fifo-1,56x32x24,TRUE,110,84,0.763636364,56,32,24,43008
1641,default,fifo-1,56x32x32,TRUE,229,112,0.489082969,56,32,32,57344
1661,default,fifo-1,56x32x40,TRUE,180,140,0.777777778,56,32,40,71680
1681,default,fifo-1,56x32x48,TRUE,257,168,0.653696498,56,32,48,86016
1701,default,fifo-1,56x32x56,TRUE,250,196,0.784,56,32,56,100352
1721,default,fifo-1,56x32x64,TRUE,677,224,0.330871492,56,32,64,114688
1741,default,fifo-1,56x32x72,TRUE,320,252,0.7875,56,32,72,129024
1761,default,fifo-1,56x40x16,TRUE,116,70,0.603448276,56,40,16,35840
1781,default,fifo-1,56x40x24,TRUE,163,105,0.644171779,56,40,24,53760
1801,default,fifo-1,56x40x32,TRUE,290,140,0.482758621,56,40,32,71680
1821,default,fifo-1,56x40x40,TRUE,260,175,0.673076923,56,40,40,89600
1841,default,fifo-1,56x40x48,TRUE,335,210,0.626865672,56,40,48,107520
1861,default,fifo-1,56x40x56,TRUE,382,245,0.641361257,56,40,56,125440
1881,default,fifo-1,56x40x64,TRUE,770,280,0.363636364,56,40,64,143360
1901,default,fifo-1,56x40x72,TRUE,470,315,0.670212766,56,40,72,161280
1921,default,fifo-1,56x48x16,TRUE,137,84,0.613138686,56,48,16,43008
1941,default,fifo-1,56x48x24,TRUE,188,126,0.670212766,56,48,24,64512
1961,default,fifo-1,56x48x32,TRUE,293,168,0.57337884,56,48,32,86016
1981,default,fifo-1,56x48x40,TRUE,314,210,0.668789809,56,48,40,107520
2001,default,fifo-1,56x48x48,TRUE,422,252,0.597156398,56,48,48,129024
2021,default,fifo-1,56x48x56,TRUE,440,294,0.668181818,56,48,56,150528
2041,default,fifo-1,56x48x64,TRUE,753,336,0.446215139,56,48,64,172032
2061,default,fifo-1,56x48x72,TRUE,566,378,0.667844523,56,48,72,193536
2081,default,fifo-1,56x56x16,TRUE,142,98,0.690140845,56,56,16,50176
2101,default,fifo-1,56x56x24,TRUE,179,147,0.82122905,56,56,24,75264
2121,default,fifo-1,56x56x32,TRUE,310,196,0.632258065,56,56,32,100352
2141,default,fifo-1,56x56x40,TRUE,313,245,0.782747604,56,56,40,125440
2161,default,fifo-1,56x56x48,TRUE,398,294,0.738693467,56,56,48,150528
2181,default,fifo-1,56x56x56,TRUE,460,343,0.745652174,56,56,56,175616
2201,default,fifo-1,56x56x64,TRUE,843,392,0.465005931,56,56,64,200704
2221,default,fifo-1,56x56x72,TRUE,557,441,0.791741472,56,56,72,225792
2241,default,fifo-1,56x64x16,TRUE,243,112,0.46090535,56,64,16,57344
2261,default,fifo-1,56x64x24,TRUE,359,168,0.467966574,56,64,24,86016
2281,default,fifo-1,56x64x32,TRUE,510,224,0.439215686,56,64,32,114688
2301,default,fifo-1,56x64x40,TRUE,597,280,0.469011725,56,64,40,143360
2321,default,fifo-1,56x64x48,TRUE,719,336,0.467315716,56,64,48,172032
2341,default,fifo-1,56x64x56,TRUE,835,392,0.469461078,56,64,56,200704
2361,default,fifo-1,56x64x64,TRUE,1209,448,0.370554177,56,64,64,229376
2381,default,fifo-1,56x64x72,TRUE,1073,504,0.46971109,56,64,72,258048
2401,default,fifo-1,56x72x16,TRUE,175,126,0.72,56,72,16,64512
2421,default,fifo-1,56x72x24,TRUE,254,189,0.744094488,56,72,24,96768
2441,default,fifo-1,56x72x32,TRUE,411,252,0.613138686,56,72,32,129024
2461,default,fifo-1,56x72x40,TRUE,417,315,0.755395683,56,72,40,161280
2481,default,fifo-1,56x72x48,TRUE,513,378,0.736842105,56,72,48,193536
2501,default,fifo-1,56x72x56,TRUE,590,441,0.747457627,56,72,56,225792
2521,default,fifo-1,56x72x64,TRUE,1067,504,0.47235239,56,72,64,258048
2541,default,fifo-1,56x72x72,TRUE,753,567,0.752988048,56,72,72,290304
2561,default,fifo-1,64x16x16,TRUE,59,32,0.542372881,64,16,16,16384
2601,default,fifo-1,64x16x32,TRUE,180,64,0.355555556,64,16,32,32768
2681,default,fifo-1,64x16x64,TRUE,582,128,0.219931271,64,16,64,65536
2701,default,fifo-1,64x16x72,TRUE,213,144,0.676056338,64,16,72,73728
2721,default,fifo-1,64x24x16,TRUE,88,48,0.545454545,64,24,16,24576
2741,default,fifo-1,64x24x24,TRUE,114,72,0.631578947,64,24,24,36864
2761,default,fifo-1,64x24x32,TRUE,217,96,0.442396313,64,24,32,49152
2781,default,fifo-1,64x24x40,TRUE,182,120,0.659340659,64,24,40,61440
2801,default,fifo-1,64x24x48,TRUE,260,144,0.553846154,64,24,48,73728
2821,default,fifo-1,64x24x56,TRUE,250,168,0.672,64,24,56,86016
2841,default,fifo-1,64x24x64,TRUE,690,192,0.27826087,64,24,64,98304
2861,default,fifo-1,64x24x72,TRUE,338,216,0.639053254,64,24,72,110592
2881,default,fifo-1,64x32x16,TRUE,101,64,0.633663366,64,32,16,32768
2901,default,fifo-1,64x32x24,TRUE,125,96,0.768,64,32,24,49152
2921,default,fifo-1,64x32x32,TRUE,261,128,0.490421456,64,32,32,65536
2941,default,fifo-1,64x32x40,TRUE,205,160,0.780487805,64,32,40,81920
2961,default,fifo-1,64x32x48,TRUE,293,192,0.655290102,64,32,48,98304
2981,default,fifo-1,64x32x56,TRUE,285,224,0.785964912,64,32,56,114688
3001,default,fifo-1,64x32x64,TRUE,773,256,0.331177232,64,32,64,131072
3021,default,fifo-1,64x32x72,TRUE,365,288,0.789041096,64,32,72,147456
3041,default,fifo-1,64x40x16,TRUE,129,80,0.620155039,64,40,16,40960
3061,default,fifo-1,64x40x24,TRUE,183,120,0.655737705,64,40,24,61440
3081,default,fifo-1,64x40x32,TRUE,325,160,0.492307692,64,40,32,81920
3101,default,fifo-1,64x40x40,TRUE,287,200,0.696864111,64,40,40,102400
3121,default,fifo-1,64x40x48,TRUE,385,240,0.623376623,64,40,48,122880
3141,default,fifo-1,64x40x56,TRUE,442,280,0.633484163,64,40,56,143360
3161,default,fifo-1,64x40x64,TRUE,878,320,0.364464692,64,40,64,163840
3181,default,fifo-1,64x40x72,TRUE,540,360,0.666666667,64,40,72,184320
3201,default,fifo-1,64x48x16,TRUE,163,96,0.588957055,64,48,16,49152
3221,default,fifo-1,64x48x24,TRUE,219,144,0.657534247,64,48,24,73728
3241,default,fifo-1,64x48x32,TRUE,336,192,0.571428571,64,48,32,98304
3261,default,fifo-1,64x48x40,TRUE,363,240,0.661157025,64,48,40,122880
3281,default,fifo-1,64x48x48,TRUE,483,288,0.596273292,64,48,48,147456
3301,default,fifo-1,64x48x56,TRUE,507,336,0.662721893,64,48,56,172032
3321,default,fifo-1,64x48x64,TRUE,862,384,0.445475638,64,48,64,196608
3341,default,fifo-1,64x48x72,TRUE,651,432,0.66359447,64,48,72,221184
3361,default,fifo-1,64x56x16,TRUE,162,112,0.691358025,64,56,16,57344
3381,default,fifo-1,64x56x24,TRUE,204,168,0.823529412,64,56,24,86016
3401,default,fifo-1,64x56x32,TRUE,355,224,0.630985915,64,56,32,114688
3421,default,fifo-1,64x56x40,TRUE,347,280,0.806916427,64,56,40,143360
3441,default,fifo-1,64x56x48,TRUE,456,336,0.736842105,64,56,48,172032
3461,default,fifo-1,64x56x56,TRUE,524,392,0.748091603,64,56,56,200704
3481,default,fifo-1,64x56x64,TRUE,966,448,0.463768116,64,56,64,229376
3501,default,fifo-1,64x56x72,TRUE,629,504,0.80127186,64,56,72,258048
3521,default,fifo-1,64x64x16,TRUE,277,128,0.462093863,64,64,16,65536
3541,default,fifo-1,64x64x24,TRUE,410,192,0.468292683,64,64,24,98304
3561,default,fifo-1,64x64x32,TRUE,582,256,0.439862543,64,64,32,131072
3581,default,fifo-1,64x64x40,TRUE,682,320,0.469208211,64,64,40,163840
3601,default,fifo-1,64x64x48,TRUE,821,384,0.46772229,64,64,48,196608
3621,default,fifo-1,64x64x56,TRUE,954,448,0.469601677,64,64,56,229376
3641,default,fifo-1,64x64x64,TRUE,1381,512,0.370745836,64,64,64,262144
3661,default,fifo-1,64x64x72,TRUE,1226,576,0.469820555,64,64,72,294912
3681,default,fifo-1,64x72x16,TRUE,203,144,0.709359606,64,72,16,73728
3701,default,fifo-1,64x72x24,TRUE,290,216,0.744827586,64,72,24,110592
3721,default,fifo-1,64x72x32,TRUE,476,288,0.605042017,64,72,32,147456
3741,default,fifo-1,64x72x40,TRUE,480,360,0.75,64,72,40,184320
3761,default,fifo-1,64x72x48,TRUE,591,432,0.730964467,64,72,48,221184
3781,default,fifo-1,64x72x56,TRUE,674,504,0.747774481,64,72,56,258048
3801,default,fifo-1,64x72x64,TRUE,1226,576,0.469820555,64,72,64,294912
3821,default,fifo-1,64x72x72,TRUE,864,648,0.75,64,72,72,331776
3841,default,fifo-1,72x16x16,TRUE,61,36,0.590163934,72,16,16,18432
3881,default,fifo-1,72x16x32,TRUE,203,72,0.354679803,72,16,32,36864
3921,default,fifo-1,72x16x48,TRUE,179,108,0.603351955,72,16,48,55296
3961,default,fifo-1,72x16x64,TRUE,655,144,0.219847328,72,16,64,73728
4001,default,fifo-1,72x24x16,TRUE,98,54,0.551020408,72,24,16,27648
4021,default,fifo-1,72x24x24,TRUE,127,81,0.637795276,72,24,24,41472
4041,default,fifo-1,72x24x32,TRUE,243,108,0.444444444,72,24,32,55296
4061,default,fifo-1,72x24x40,TRUE,200,135,0.675,72,24,40,69120
4081,default,fifo-1,72x24x48,TRUE,294,162,0.551020408,72,24,48,82944
4101,default,fifo-1,72x24x56,TRUE,281,189,0.672597865,72,24,56,96768
4121,default,fifo-1,72x24x64,TRUE,773,216,0.279430789,72,24,64,110592
4141,default,fifo-1,72x24x72,TRUE,377,243,0.644562334,72,24,72,124416
4161,default,fifo-1,72x32x16,TRUE,113,72,0.637168142,72,32,16,36864
4181,default,fifo-1,72x32x24,TRUE,140,108,0.771428571,72,32,24,55296
4201,default,fifo-1,72x32x32,TRUE,293,144,0.491467577,72,32,32,73728
4221,default,fifo-1,72x32x40,TRUE,230,180,0.782608696,72,32,40,92160
4241,default,fifo-1,72x32x48,TRUE,329,216,0.656534954,72,32,48,110592
4261,default,fifo-1,72x32x56,TRUE,320,252,0.7875,72,32,56,129024
4281,default,fifo-1,72x32x64,TRUE,869,288,0.33141542,72,32,64,147456
4301,default,fifo-1,72x32x72,TRUE,410,324,0.790243902,72,32,72,165888
4321,default,fifo-1,72x40x16,TRUE,146,90,0.616438356,72,40,16,46080
4341,default,fifo-1,72x40x24,TRUE,210,135,0.642857143,72,40,24,69120
4361,default,fifo-1,72x40x32,TRUE,369,180,0.487804878,72,40,32,92160
4381,default,fifo-1,72x40x40,TRUE,318,225,0.70754717,72,40,40,115200
4401,default,fifo-1,72x40x48,TRUE,432,270,0.625,72,40,48,138240
4421,default,fifo-1,72x40x56,TRUE,494,315,0.637651822,72,40,56,161280
4441,default,fifo-1,72x40x64,TRUE,981,360,0.366972477,72,40,64,184320
4461,default,fifo-1,72x40x72,TRUE,608,405,0.666118421,72,40,72,207360
4481,default,fifo-1,72x48x16,TRUE,177,108,0.610169492,72,48,16,55296
4501,default,fifo-1,72x48x24,TRUE,242,162,0.669421488,72,48,24,82944
4521,default,fifo-1,72x48x32,TRUE,375,216,0.576,72,48,32,110592
4541,default,fifo-1,72x48x40,TRUE,404,270,0.668316832,72,48,40,138240
4561,default,fifo-1,72x48x48,TRUE,542,324,0.597785978,72,48,48,165888
4581,default,fifo-1,72x48x56,TRUE,566,378,0.667844523,72,48,56,193536
4601,default,fifo-1,72x48x64,TRUE,966,432,0.447204969,72,48,64,221184
4621,default,fifo-1,72x48x72,TRUE,728,486,0.667582418,72,48,72,248832
4641,default,fifo-1,72x56x16,TRUE,181,126,0.696132597,72,56,16,64512
4661,default,fifo-1,72x56x24,TRUE,230,189,0.82173913,72,56,24,96768
4681,default,fifo-1,72x56x32,TRUE,398,252,0.633165829,72,56,32,129024
4701,default,fifo-1,72x56x40,TRUE,394,315,0.799492386,72,56,40,161280
4721,default,fifo-1,72x56x48,TRUE,523,378,0.722753346,72,56,48,193536
4741,default,fifo-1,72x56x56,TRUE,594,441,0.742424242,72,56,56,225792
4761,default,fifo-1,72x56x64,TRUE,1083,504,0.465373961,72,56,64,258048
4781,default,fifo-1,72x56x72,TRUE,715,567,0.793006993,72,56,72,290304
4801,default,fifo-1,72x64x16,TRUE,311,144,0.463022508,72,64,16,73728
4821,default,fifo-1,72x64x24,TRUE,461,216,0.468546638,72,64,24,110592
4841,default,fifo-1,72x64x32,TRUE,654,288,0.440366972,72,64,32,147456
4861,default,fifo-1,72x64x40,TRUE,767,360,0.469361147,72,64,40,184320
4881,default,fifo-1,72x64x48,TRUE,923,432,0.468039003,72,64,48,221184
4901,default,fifo-1,72x64x56,TRUE,1073,504,0.46971109,72,64,56,258048
4921,default,fifo-1,72x64x64,TRUE,1553,576,0.370895042,72,64,64,294912
4941,default,fifo-1,72x64x72,TRUE,1379,648,0.469905729,72,64,72,331776
4961,default,fifo-1,72x72x16,TRUE,225,162,0.72,72,72,16,82944
4981,default,fifo-1,72x72x24,TRUE,322,243,0.754658385,72,72,24,124416
5001,default,fifo-1,72x72x32,TRUE,533,324,0.607879925,72,72,32,165888
5021,default,fifo-1,72x72x40,TRUE,538,405,0.752788104,72,72,40,207360
5041,default,fifo-1,72x72x48,TRUE,662,486,0.734138973,72,72,48,248832
5061,default,fifo-1,72x72x56,TRUE,754,567,0.75198939,72,72,56,290304
5081,default,fifo-1,72x72x64,TRUE,1382,648,0.468885673,72,72,64,331776
5101,default,fifo-1,72x72x72,TRUE,970,729,0.751546392,72,72,72,373248
0,default,fifo-1-slow,48x16x16,TRUE,48,24,0.5,48,16,16,12288
20,default,fifo-1-slow,48x16x24,TRUE,69,36,0.52173913,48,16,24,18432
40,default,fifo-1-slow,48x16x32,TRUE,151,48,0.317880795,48,16,32,24576
60,default,fifo-1-slow,48x16x40,TRUE,110,60,0.545454545,48,16,40,30720
80,default,fifo-1-slow,48x16x48,TRUE,150,72,0.48,48,16,48,36864
100,default,fifo-1-slow,48x16x56,TRUE,153,84,0.549019608,48,16,56,43008
120,default,fifo-1-slow,48x16x64,TRUE,462,96,0.207792208,48,16,64,49152
140,default,fifo-1-slow,48x16x72,TRUE,195,108,0.553846154,48,16,72,55296
160,default,fifo-1-slow,48x24x16,TRUE,68,36,0.529411765,48,24,16,18432
180,default,fifo-1-slow,48x24x24,TRUE,98,54,0.551020408,48,24,24,27648
200,default,fifo-1-slow,48x24x32,TRUE,185,72,0.389189189,48,24,32,36864
220,default,fifo-1-slow,48x24x40,TRUE,173,90,0.520231214,48,24,40,46080
240,default,fifo-1-slow,48x24x48,TRUE,204,108,0.529411765,48,24,48,55296
260,default,fifo-1-slow,48x24x56,TRUE,243,126,0.518518519,48,24,56,64512
280,default,fifo-1-slow,48x24x64,TRUE,562,144,0.256227758,48,24,64,73728
300,default,fifo-1-slow,48x24x72,TRUE,311,162,0.520900322,48,24,72,82944
320,default,fifo-1-slow,48x32x16,TRUE,81,48,0.592592593,48,32,16,24576
340,default,fifo-1-slow,48x32x24,TRUE,145,72,0.496551724,48,32,24,36864
360,default,fifo-1-slow,48x32x32,TRUE,201,96,0.47761194,48,32,32,49152
380,default,fifo-1-slow,48x32x40,TRUE,241,120,0.497925311,48,32,40,61440
400,default,fifo-1-slow,48x32x48,TRUE,225,144,0.64,48,32,48,73728
420,default,fifo-1-slow,48x32x56,TRUE,337,168,0.49851632,48,32,56,86016
440,default,fifo-1-slow,48x32x64,TRUE,585,192,0.328205128,48,32,64,98304
460,default,fifo-1-slow,48x32x72,TRUE,433,216,0.498845266,48,32,72,110592
480,default,fifo-1-slow,48x40x16,TRUE,118,60,0.508474576,48,40,16,30720
500,default,fifo-1-slow,48x40x24,TRUE,176,90,0.511363636,48,40,24,46080
520,default,fifo-1-slow,48x40x32,TRUE,267,120,0.449438202,48,40,32,61440
540,default,fifo-1-slow,48x40x40,TRUE,288,150,0.520833333,48,40,40,76800
560,default,fifo-1-slow,48x40x48,TRUE,308,180,0.584415584,48,40,48,92160
580,default,fifo-1-slow,48x40x56,TRUE,398,210,0.527638191,48,40,56,107520
600,default,fifo-1-slow,48x40x64,TRUE,732,240,0.327868852,48,40,64,122880
620,default,fifo-1-slow,48x40x72,TRUE,519,270,0.520231214,48,40,72,138240
640,default,fifo-1-slow,48x48x16,TRUE,125,72,0.576,48,48,16,36864
660,default,fifo-1-slow,48x48x24,TRUE,167,108,0.646706587,48,48,24,55296
680,default,fifo-1-slow,48x48x32,TRUE,305,144,0.472131148,48,48,32,73728
700,default,fifo-1-slow,48x48x40,TRUE,275,180,0.654545455,48,48,40,92160
720,default,fifo-1-slow,48x48x48,TRUE,365,216,0.591780822,48,48,48,110592
740,default,fifo-1-slow,48x48x56,TRUE,383,252,0.657963446,48,48,56,129024
760,default,fifo-1-slow,48x48x64,TRUE,776,288,0.371134021,48,48,64,147456
780,default,fifo-1-slow,48x48x72,TRUE,491,324,0.6598778,48,48,72,165888
800,default,fifo-1-slow,48x56x16,TRUE,154,84,0.545454545,48,56,16,43008
820,default,fifo-1-slow,48x56x24,TRUE,234,126,0.538461538,48,56,24,64512
840,default,fifo-1-slow,48x56x32,TRUE,349,168,0.481375358,48,56,32,86016
860,default,fifo-1-slow,48x56x40,TRUE,389,210,0.539845758,48,56,40,107520
880,default,fifo-1-slow,48x56x48,TRUE,488,252,0.516393443,48,56,48,129024
900,default,fifo-1-slow,48x56x56,TRUE,550,294,0.534545455,48,56,56,150528
920,default,fifo-1-slow,48x56x64,TRUE,920,336,0.365217391,48,56,64,172032
940,default,fifo-1-slow,48x56x72,TRUE,702,378,0.538461538,48,56,72,193536
960,default,fifo-1-slow,48x64x16,TRUE,299,96,0.321070234,48,64,16,49152
980,default,fifo-1-slow,48x64x24,TRUE,436,144,0.330275229,48,64,24,73728
1000,default,fifo-1-slow,48x64x32,TRUE,641,192,0.299531981,48,64,32,98304
1020,default,fifo-1-slow,48x64x40,TRUE,724,240,0.331491713,48,64,40,122880
1040,default,fifo-1-slow,48x64x48,TRUE,887,288,0.324689966,48,64,48,147456
1060,default,fifo-1-slow,48x64x56,TRUE,1012,336,0.33201581,48,64,56,172032
1080,default,fifo-1-slow,48x64x64,TRUE,1377,384,0.278867102,48,64,64,196608
1100,default,fifo-1-slow,48x64x72,TRUE,1300,432,0.332307692,48,64,72,221184
1120,default,fifo-1-slow,48x72x16,TRUE,190,108,0.568421053,48,72,16,55296
1140,default,fifo-1-slow,48x72x24,TRUE,297,162,0.545454545,48,72,24,82944
1160,default,fifo-1-slow,48x72x32,TRUE,450,216,0.48,48,72,32,110592
1180,default,fifo-1-slow,48x72x40,TRUE,488,270,0.553278689,48,72,40,138240
1200,default,fifo-1-slow,48x72x48,TRUE,601,324,0.539101498,48,72,48,165888
1220,default,fifo-1-slow,48x72x56,TRUE,694,378,0.544668588,48,72,56,193536
1240,default,fifo-1-slow,48x72x64,TRUE,1114,432,0.387791741,48,72,64,221184
1260,default,fifo-1-slow,48x72x72,TRUE,897,486,0.54180602,48,72,72,248832
1280,default,fifo-1-slow,56x16x16,TRUE,58,28,0.482758621,56,16,16,14336
1300,default,fifo-1-slow,56x16x24,TRUE,80,42,0.525,56,16,24,21504
1320,default,fifo-1-slow,56x16x32,TRUE,173,56,0.323699422,56,16,32,28672
1340,default,fifo-1-slow,56x16x40,TRUE,125,70,0.56,56,16,40,35840
1360,default,fifo-1-slow,56x16x48,TRUE,174,84,0.482758621,56,16,48,43008
1380,default,fifo-1-slow,56x16x56,TRUE,177,98,0.553672316,56,16,56,50176
1400,default,fifo-1-slow,56x16x64,TRUE,534,112,0.209737828,56,16,64,57344
1420,default,fifo-1-slow,56x16x72,TRUE,226,126,0.557522124,56,16,72,64512
