test,layout,backend,size,success,cycles,expected,utilization,M,K,N,ops
1011,tiled,fifo-1,48x64x32,TRUE,220,192,0.872727273,48,64,32,98304
1031,tiled,fifo-1,48x64x40,TRUE,274,240,0.875912409,48,64,40,122880
1051,tiled,fifo-1,48x64x48,TRUE,328,288,0.87804878,48,64,48,147456
1071,tiled,fifo-1,48x64x56,TRUE,382,336,0.879581152,48,64,56,172032
1091,tiled,fifo-1,48x64x64,TRUE,436,384,0.880733945,48,64,64,196608
1111,tiled,fifo-1,48x64x72,TRUE,490,432,0.881632653,48,64,72,221184
1131,tiled,fifo-1,48x72x16,TRUE,124,108,0.870967742,48,72,16,55296
1151,tiled,fifo-1,48x72x24,TRUE,184,162,0.880434783,48,72,24,82944
1171,tiled,fifo-1,48x72x32,TRUE,244,216,0.885245902,48,72,32,110592
1191,tiled,fifo-1,48x72x40,TRUE,304,270,0.888157895,48,72,40,138240
1211,tiled,fifo-1,48x72x48,TRUE,364,324,0.89010989,48,72,48,165888
1231,tiled,fifo-1,48x72x56,TRUE,424,378,0.891509434,48,72,56,193536
1251,tiled,fifo-1,48x72x64,TRUE,484,432,0.892561983,48,72,64,221184
1271,tiled,fifo-1,48x72x72,TRUE,544,486,0.893382353,48,72,72,248832
1291,tiled,fifo-1,56x16x16,TRUE,46,28,0.608695652,56,16,16,14336
1311,tiled,fifo-1,56x16x24,TRUE,66,42,0.636363636,56,16,24,21504
1331,tiled,fifo-1,56x16x32,TRUE,88,56,0.636363636,56,16,32,28672
1351,tiled,fifo-1,56x16x40,TRUE,108,70,0.648148148,56,16,40,35840
1371,tiled,fifo-1,56x16x48,TRUE,130,84,0.646153846,56,16,48,43008
1391,tiled,fifo-1,56x16x56,TRUE,150,98,0.653333333,56,16,56,50176
1411,tiled,fifo-1,56x16x64,TRUE,172,112,0.651162791,56,16,64,57344
1431,tiled,fifo-1,56x16x72,TRUE,192,126,0.65625,56,16,72,64512
1451,tiled,fifo-1,56x24x16,TRUE,60,42,0.7,56,24,16,21504
1471,tiled,fifo-1,56x24x24,TRUE,88,63,0.715909091,56,24,24,32256
1491,tiled,fifo-1,56x24x32,TRUE,116,84,0.724137931,56,24,32,43008
1511,tiled,fifo-1,56x24x40,TRUE,144,105,0.729166667,56,24,40,53760
1531,tiled,fifo-1,56x24x48,TRUE,172,126,0.73255814,56,24,48,64512
1551,tiled,fifo-1,56x24x56,TRUE,200,147,0.735,56,24,56,75264
1571,tiled,fifo-1,56x24x64,TRUE,228,168,0.736842105,56,24,64,86016
1591,tiled,fifo-1,56x24x72,TRUE,256,189,0.73828125,56,24,72,96768
1611,tiled,fifo-1,56x32x16,TRUE,74,56,0.756756757,56,32,16,28672
1631,tiled,fifo-1,56x32x24,TRUE,109,84,0.770642202,56,32,24,43008
1651,tiled,fifo-1,56x32x32,TRUE,144,112,0.777777778,56,32,32,57344
1671,tiled,fifo-1,56x32x40,TRUE,179,140,0.782122905,56,32,40,71680
1691,tiled,fifo-1,56x32x48,TRUE,214,168,0.785046729,56,32,48,86016
1711,tiled,fifo-1,56x32x56,TRUE,249,196,0.787148594,56,32,56,100352
1731,tiled,fifo-1,56x32x64,TRUE,284,224,0.788732394,56,32,64,114688
1751,tiled,fifo-1,56x32x72,TRUE,319,252,0.789968652,56,32,72,129024
1771,tiled,fifo-1,56x40x16,TRUE,88,70,0.795454545,56,40,16,35840
1791,tiled,fifo-1,56x40x24,TRUE,130,105,0.807692308,56,40,24,53760
1811,tiled,fifo-1,56x40x32,TRUE,172,140,0.813953488,56,40,32,71680
1831,tiled,fifo-1,56x40x40,TRUE,214,175,0.817757009,56,40,40,89600
1851,tiled,fifo-1,56x40x48,TRUE,256,210,0.8203125,56,40,48,107520
1871,tiled,fifo-1,56x40x56,TRUE,298,245,0.822147651,56,40,56,125440
1891,tiled,fifo-1,56x40x64,TRUE,340,280,0.823529412,56,40,64,143360
1911,tiled,fifo-1,56x40x72,TRUE,382,315,0.82460733,56,40,72,161280
1931,tiled,fifo-1,56x48x16,TRUE,102,84,0.823529412,56,48,16,43008
1951,tiled,fifo-1,56x48x24,TRUE,151,126,0.834437086,56,48,24,64512
1971,tiled,fifo-1,56x48x32,TRUE,200,168,0.84,56,48,32,86016
1991,tiled,fifo-1,56x48x40,TRUE,249,210,0.843373494,56,48,40,107520
2011,tiled,fifo-1,56x48x48,TRUE,298,252,0.845637584,56,48,48,129024
2031,tiled,fifo-1,56x48x56,TRUE,347,294,0.847262248,56,48,56,150528
2051,tiled,fifo-1,56x48x64,TRUE,396,336,0.848484848,56,48,64,172032
2071,tiled,fifo-1,56x48x72,TRUE,445,378,0.849438202,56,48,72,193536
2091,tiled,fifo-1,56x56x16,TRUE,116,98,0.844827586,56,56,16,50176
2111,tiled,fifo-1,56x56x24,TRUE,172,147,0.854651163,56,56,24,75264
2131,tiled,fifo-1,56x56x32,TRUE,228,196,0.859649123,56,56,32,100352
2151,tiled,fifo-1,56x56x40,TRUE,284,245,0.862676056,56,56,40,125440
2171,tiled,fifo-1,56x56x48,TRUE,340,294,0.864705882,56,56,48,150528
2191,tiled,fifo-1,56x56x56,TRUE,396,343,0.866161616,56,56,56,175616
2211,tiled,fifo-1,56x56x64,TRUE,452,392,0.867256637,56,56,64,200704
2231,tiled,fifo-1,56x56x72,TRUE,508,441,0.868110236,56,56,72,225792
2251,tiled,fifo-1,56x64x16,TRUE,130,112,0.861538462,56,64,16,57344
2271,tiled,fifo-1,56x64x24,TRUE,193,168,0.870466321,56,64,24,86016
2291,tiled,fifo-1,56x64x32,TRUE,256,224,0.875,56,64,32,114688
2311,tiled,fifo-1,56x64x40,TRUE,319,280,0.877742947,56,64,40,143360
2331,tiled,fifo-1,56x64x48,TRUE,382,336,0.879581152,56,64,48,172032
2351,tiled,fifo-1,56x64x56,TRUE,445,392,0.880898876,56,64,56,200704
2371,tiled,fifo-1,56x64x64,TRUE,508,448,0.881889764,56,64,64,229376
2391,tiled,fifo-1,56x64x72,TRUE,571,504,0.882661996,56,64,72,258048
2411,tiled,fifo-1,56x72x16,TRUE,144,126,0.875,56,72,16,64512
2431,tiled,fifo-1,56x72x24,TRUE,214,189,0.88317757,56,72,24,96768
2451,tiled,fifo-1,56x72x32,TRUE,284,252,0.887323944,56,72,32,129024
2471,tiled,fifo-1,56x72x40,TRUE,354,315,0.889830508,56,72,40,161280
2491,tiled,fifo-1,56x72x48,TRUE,424,378,0.891509434,56,72,48,193536
2511,tiled,fifo-1,56x72x56,TRUE,494,441,0.892712551,56,72,56,225792
2531,tiled,fifo-1,56x72x64,TRUE,564,504,0.893617021,56,72,64,258048
2551,tiled,fifo-1,56x72x72,TRUE,634,567,0.894321767,56,72,72,290304
2571,tiled,fifo-1,64x16x16,TRUE,52,32,0.615384615,64,16,16,16384
2591,tiled,fifo-1,64x16x24,TRUE,76,48,0.631578947,64,16,24,24576
2611,tiled,fifo-1,64x16x32,TRUE,100,64,0.64,64,16,32,32768
2631,tiled,fifo-1,64x16x40,TRUE,124,80,0.64516129,64,16,40,40960
2651,tiled,fifo-1,64x16x48,TRUE,148,96,0.648648649,64,16,48,49152
2671,tiled,fifo-1,64x16x56,TRUE,172,112,0.651162791,64,16,56,57344
2691,tiled,fifo-1,64x16x64,TRUE,196,128,0.653061224,64,16,64,65536
2711,tiled,fifo-1,64x16x72,TRUE,220,144,0.654545455,64,16,72,73728
2731,tiled,fifo-1,64x24x16,TRUE,68,48,0.705882353,64,24,16,24576
2751,tiled,fifo-1,64x24x24,TRUE,100,72,0.72,64,24,24,36864
2771,tiled,fifo-1,64x24x32,TRUE,132,96,0.727272727,64,24,32,49152
2791,tiled,fifo-1,64x24x40,TRUE,164,120,0.731707317,64,24,40,61440
2811,tiled,fifo-1,64x24x48,TRUE,196,144,0.734693878,64,24,48,73728
2831,tiled,fifo-1,64x24x56,TRUE,228,168,0.736842105,64,24,56,86016
2851,tiled,fifo-1,64x24x64,TRUE,260,192,0.738461538,64,24,64,98304
2871,tiled,fifo-1,64x24x72,TRUE,292,216,0.739726027,64,24,72,110592
2891,tiled,fifo-1,64x32x16,TRUE,84,64,0.761904762,64,32,16,32768
2911,tiled,fifo-1,64x32x24,TRUE,124,96,0.774193548,64,32,24,49152
2931,tiled,fifo-1,64x32x32,TRUE,164,128,0.780487805,64,32,32,65536
2951,tiled,fifo-1,64x32x40,TRUE,204,160,0.784313725,64,32,40,81920
2971,tiled,fifo-1,64x32x48,TRUE,244,192,0.786885246,64,32,48,98304
2991,tiled,fifo-1,64x32x56,TRUE,284,224,0.788732394,64,32,56,114688
3011,tiled,fifo-1,64x32x64,TRUE,324,256,0.790123457,64,32,64,131072
3031,tiled,fifo-1,64x32x72,TRUE,364,288,0.791208791,64,32,72,147456
3051,tiled,fifo-1,64x40x16,TRUE,100,80,0.8,64,40,16,40960
3071,tiled,fifo-1,64x40x24,TRUE,148,120,0.810810811,64,40,24,61440
3091,tiled,fifo-1,64x40x32,TRUE,196,160,0.816326531,64,40,32,81920
3111,tiled,fifo-1,64x40x40,TRUE,244,200,0.819672131,64,40,40,102400
3131,tiled,fifo-1,64x40x48,TRUE,292,240,0.821917808,64,40,48,122880
3151,tiled,fifo-1,64x40x56,TRUE,340,280,0.823529412,64,40,56,143360
3171,tiled,fifo-1,64x40x64,TRUE,388,320,0.824742268,64,40,64,163840
3191,tiled,fifo-1,64x40x72,TRUE,436,360,0.825688073,64,40,72,184320
3211,tiled,fifo-1,64x48x16,TRUE,116,96,0.827586207,64,48,16,49152
3231,tiled,fifo-1,64x48x24,TRUE,172,144,0.837209302,64,48,24,73728
3251,tiled,fifo-1,64x48x32,TRUE,228,192,0.842105263,64,48,32,98304
3271,tiled,fifo-1,64x48x40,TRUE,284,240,0.845070423,64,48,40,122880
3291,tiled,fifo-1,64x48x48,TRUE,340,288,0.847058824,64,48,48,147456
3311,tiled,fifo-1,64x48x56,TRUE,396,336,0.848484848,64,48,56,172032
3331,tiled,fifo-1,64x48x64,TRUE,452,384,0.849557522,64,48,64,196608
3351,tiled,fifo-1,64x48x72,TRUE,508,432,0.850393701,64,48,72,221184
3371,tiled,fifo-1,64x56x16,TRUE,132,112,0.848484848,64,56,16,57344
3391,tiled,fifo-1,64x56x24,TRUE,196,168,0.857142857,64,56,24,86016
3411,tiled,fifo-1,64x56x32,TRUE,260,224,0.861538462,64,56,32,114688
3431,tiled,fifo-1,64x56x40,TRUE,324,280,0.864197531,64,56,40,143360
3451,tiled,fifo-1,64x56x48,TRUE,388,336,0.865979381,64,56,48,172032
3471,tiled,fifo-1,64x56x56,TRUE,452,392,0.867256637,64,56,56,200704
3491,tiled,fifo-1,64x56x64,TRUE,516,448,0.868217054,64,56,64,229376
3511,tiled,fifo-1,64x56x72,TRUE,580,504,0.868965517,64,56,72,258048
3531,tiled,fifo-1,64x64x16,TRUE,148,128,0.864864865,64,64,16,65536
3551,tiled,fifo-1,64x64x24,TRUE,220,192,0.872727273,64,64,24,98304
3571,tiled,fifo-1,64x64x32,TRUE,292,256,0.876712329,64,64,32,131072
3591,tiled,fifo-1,64x64x40,TRUE,364,320,0.879120879,64,64,40,163840
3611,tiled,fifo-1,64x64x48,TRUE,436,384,0.880733945,64,64,48,196608
3631,tiled,fifo-1,64x64x56,TRUE,508,448,0.881889764,64,64,56,229376
3651,tiled,fifo-1,64x64x64,TRUE,580,512,0.882758621,64,64,64,262144
3671,tiled,fifo-1,64x64x72,TRUE,652,576,0.883435583,64,64,72,294912
3691,tiled,fifo-1,64x72x16,TRUE,164,144,0.87804878,64,72,16,73728
3711,tiled,fifo-1,64x72x24,TRUE,244,216,0.885245902,64,72,24,110592
3731,tiled,fifo-1,64x72x32,TRUE,324,288,0.888888889,64,72,32,147456
3751,tiled,fifo-1,64x72x40,TRUE,404,360,0.891089109,64,72,40,184320
3771,tiled,fifo-1,64x72x48,TRUE,484,432,0.892561983,64,72,48,221184
3791,tiled,fifo-1,64x72x56,TRUE,564,504,0.893617021,64,72,56,258048
3811,tiled,fifo-1,64x72x64,TRUE,644,576,0.894409938,64,72,64,294912
3831,tiled,fifo-1,64x72x72,TRUE,724,648,0.895027624,64,72,72,331776
3851,tiled,fifo-1,72x16x16,TRUE,58,36,0.620689655,72,16,16,18432
3871,tiled,fifo-1,72x16x24,TRUE,84,54,0.642857143,72,16,24,27648
3891,tiled,fifo-1,72x16x32,TRUE,112,72,0.642857143,72,16,32,36864
3911,tiled,fifo-1,72x16x40,TRUE,138,90,0.652173913,72,16,40,46080
3931,tiled,fifo-1,72x16x48,TRUE,166,108,0.65060241,72,16,48,55296
3951,tiled,fifo-1,72x16x56,TRUE,192,126,0.65625,72,16,56,64512
3971,tiled,fifo-1,72x16x64,TRUE,220,144,0.654545455,72,16,64,73728
3991,tiled,fifo-1,72x16x72,TRUE,246,162,0.658536585,72,16,72,82944
4011,tiled,fifo-1,72x24x16,TRUE,76,54,0.710526316,72,24,16,27648
4031,tiled,fifo-1,72x24x24,TRUE,112,81,0.723214286,72,24,24,41472
4051,tiled,fifo-1,72x24x32,TRUE,148,108,0.72972973,72,24,32,55296
4071,tiled,fifo-1,72x24x40,TRUE,184,135,0.733695652,72,24,40,69120
4091,tiled,fifo-1,72x24x48,TRUE,220,162,0.736363636,72,24,48,82944
4111,tiled,fifo-1,72x24x56,TRUE,256,189,0.73828125,72,24,56,96768
4131,tiled,fifo-1,72x24x64,TRUE,292,216,0.739726027,72,24,64,110592
4151,tiled,fifo-1,72x24x72,TRUE,328,243,0.740853659,72,24,72,124416
4171,tiled,fifo-1,72x32x16,TRUE,94,72,0.765957447,72,32,16,36864
4191,tiled,fifo-1,72x32x24,TRUE,139,108,0.776978417,72,32,24,55296
4211,tiled,fifo-1,72x32x32,TRUE,184,144,0.782608696,72,32,32,73728
4231,tiled,fifo-1,72x32x40,TRUE,229,180,0.786026201,72,32,40,92160
4251,tiled,fifo-1,72x32x48,TRUE,274,216,0.788321168,72,32,48,110592
4271,tiled,fifo-1,72x32x56,TRUE,319,252,0.789968652,72,32,56,129024
4291,tiled,fifo-1,72x32x64,TRUE,364,288,0.791208791,72,32,64,147456
4311,tiled,fifo-1,72x32x72,TRUE,409,324,0.792176039,72,32,72,165888
4331,tiled,fifo-1,72x40x16,TRUE,112,90,0.803571429,72,40,16,46080
4351,tiled,fifo-1,72x40x24,TRUE,166,135,0.813253012,72,40,24,69120
4371,tiled,fifo-1,72x40x32,TRUE,220,180,0.818181818,72,40,32,92160
4391,tiled,fifo-1,72x40x40,TRUE,274,225,0.821167883,72,40,40,115200
4411,tiled,fifo-1,72x40x48,TRUE,328,270,0.823170732,72,40,48,138240
4431,tiled,fifo-1,72x40x56,TRUE,382,315,0.82460733,72,40,56,161280
4451,tiled,fifo-1,72x40x64,TRUE,436,360,0.825688073,72,40,64,184320
4471,tiled,fifo-1,72x40x72,TRUE,490,405,0.826530612,72,40,72,207360
4491,tiled,fifo-1,72x48x16,TRUE,130,108,0.830769231,72,48,16,55296
4511,tiled,fifo-1,72x48x24,TRUE,193,162,0.839378238,72,48,24,82944
4531,tiled,fifo-1,72x48x32,TRUE,256,216,0.84375,72,48,32,110592
4551,tiled,fifo-1,72x48x40,TRUE,319,270,0.846394984,72,48,40,138240
4571,tiled,fifo-1,72x48x48,TRUE,382,324,0.848167539,72,48,48,165888
4591,tiled,fifo-1,72x48x56,TRUE,445,378,0.849438202,72,48,56,193536
4611,tiled,fifo-1,72x48x64,TRUE,508,432,0.850393701,72,48,64,221184
4631,tiled,fifo-1,72x48x72,TRUE,571,486,0.851138354,72,48,72,248832
4651,tiled,fifo-1,72x56x16,TRUE,148,126,0.851351351,72,56,16,64512
4671,tiled,fifo-1,72x56x24,TRUE,220,189,0.859090909,72,56,24,96768
4691,tiled,fifo-1,72x56x32,TRUE,292,252,0.863013699,72,56,32,129024
4711,tiled,fifo-1,72x56x40,TRUE,364,315,0.865384615,72,56,40,161280
4731,tiled,fifo-1,72x56x48,TRUE,436,378,0.866972477,72,56,48,193536
4751,tiled,fifo-1,72x56x56,TRUE,508,441,0.868110236,72,56,56,225792
4771,tiled,fifo-1,72x56x64,TRUE,580,504,0.868965517,72,56,64,258048
4791,tiled,fifo-1,72x56x72,TRUE,652,567,0.869631902,72,56,72,290304
4811,tiled,fifo-1,72x64x16,TRUE,166,144,0.86746988,72,64,16,73728
4831,tiled,fifo-1,72x64x24,TRUE,247,216,0.874493927,72,64,24,110592
4851,tiled,fifo-1,72x64x32,TRUE,328,288,0.87804878,72,64,32,147456
4871,tiled,fifo-1,72x64x40,TRUE,409,360,0.880195599,72,64,40,184320
4891,tiled,fifo-1,72x64x48,TRUE,490,432,0.881632653,72,64,48,221184
4911,tiled,fifo-1,72x64x56,TRUE,571,504,0.882661996,72,64,56,258048
4931,tiled,fifo-1,72x64x64,TRUE,652,576,0.883435583,72,64,64,294912
4951,tiled,fifo-1,72x64x72,TRUE,733,648,0.884038199,72,64,72,331776
4971,tiled,fifo-1,72x72x16,TRUE,184,162,0.880434783,72,72,16,82944
4991,tiled,fifo-1,72x72x24,TRUE,274,243,0.886861314,72,72,24,124416
5011,tiled,fifo-1,72x72x32,TRUE,364,324,0.89010989,72,72,32,165888
5031,tiled,fifo-1,72x72x40,TRUE,454,405,0.892070485,72,72,40,207360
5051,tiled,fifo-1,72x72x48,TRUE,544,486,0.893382353,72,72,48,248832
5071,tiled,fifo-1,72x72x56,TRUE,634,567,0.894321767,72,72,56,290304
5091,tiled,fifo-1,72x72x64,TRUE,724,648,0.895027624,72,72,64,331776
5111,tiled,fifo-1,72x72x72,TRUE,814,729,0.895577396,72,72,72,373248
10,tiled,fifo-1-slow,48x16x16,TRUE,42,24,0.571428571,48,16,16,12288
30,tiled,fifo-1-slow,48x16x24,TRUE,60,36,0.6,48,16,24,18432
50,tiled,fifo-1-slow,48x16x32,TRUE,78,48,0.615384615,48,16,32,24576
70,tiled,fifo-1-slow,48x16x40,TRUE,96,60,0.625,48,16,40,30720
90,tiled,fifo-1-slow,48x16x48,TRUE,114,72,0.631578947,48,16,48,36864
110,tiled,fifo-1-slow,48x16x56,TRUE,132,84,0.636363636,48,16,56,43008
130,tiled,fifo-1-slow,48x16x64,TRUE,150,96,0.64,48,16,64,49152
150,tiled,fifo-1-slow,48x16x72,TRUE,168,108,0.642857143,48,16,72,55296
170,tiled,fifo-1-slow,48x24x16,TRUE,54,36,0.666666667,48,24,16,18432
190,tiled,fifo-1-slow,48x24x24,TRUE,78,54,0.692307692,48,24,24,27648
210,tiled,fifo-1-slow,48x24x32,TRUE,102,72,0.705882353,48,24,32,36864
230,tiled,fifo-1-slow,48x24x40,TRUE,126,90,0.714285714,48,24,40,46080
250,tiled,fifo-1-slow,48x24x48,TRUE,150,108,0.72,48,24,48,55296
270,tiled,fifo-1-slow,48x24x56,TRUE,174,126,0.724137931,48,24,56,64512
290,tiled,fifo-1-slow,48x24x64,TRUE,198,144,0.727272727,48,24,64,73728
310,tiled,fifo-1-slow,48x24x72,TRUE,222,162,0.72972973,48,24,72,82944
330,tiled,fifo-1-slow,48x32x16,TRUE,66,48,0.727272727,48,32,16,24576
350,tiled,fifo-1-slow,48x32x24,TRUE,96,72,0.75,48,32,24,36864
370,tiled,fifo-1-slow,48x32x32,TRUE,126,96,0.761904762,48,32,32,49152
390,tiled,fifo-1-slow,48x32x40,TRUE,156,120,0.769230769,48,32,40,61440
410,tiled,fifo-1-slow,48x32x48,TRUE,186,144,0.774193548,48,32,48,73728
430,tiled,fifo-1-slow,48x32x56,TRUE,216,168,0.777777778,48,32,56,86016
450,tiled,fifo-1-slow,48x32x64,TRUE,246,192,0.780487805,48,32,64,98304
470,tiled,fifo-1-slow,48x32x72,TRUE,276,216,0.782608696,48,32,72,110592
490,tiled,fifo-1-slow,48x40x16,TRUE,78,60,0.769230769,48,40,16,30720
510,tiled,fifo-1-slow,48x40x24,TRUE,114,90,0.789473684,48,40,24,46080
530,tiled,fifo-1-slow,48x40x32,TRUE,150,120,0.8,48,40,32,61440
550,tiled,fifo-1-slow,48x40x40,TRUE,186,150,0.806451613,48,40,40,76800
570,tiled,fifo-1-slow,48x40x48,TRUE,222,180,0.810810811,48,40,48,92160
590,tiled,fifo-1-slow,48x40x56,TRUE,258,210,0.813953488,48,40,56,107520
610,tiled,fifo-1-slow,48x40x64,TRUE,294,240,0.816326531,48,40,64,122880
630,tiled,fifo-1-slow,48x40x72,TRUE,330,270,0.818181818,48,40,72,138240
650,tiled,fifo-1-slow,48x48x16,TRUE,90,72,0.8,48,48,16,36864
670,tiled,fifo-1-slow,48x48x24,TRUE,132,108,0.818181818,48,48,24,55296
690,tiled,fifo-1-slow,48x48x32,TRUE,174,144,0.827586207,48,48,32,73728
710,tiled,fifo-1-slow,48x48x40,TRUE,216,180,0.833333333,48,48,40,92160
730,tiled,fifo-1-slow,48x48x48,TRUE,258,216,0.837209302,48,48,48,110592
750,tiled,fifo-1-slow,48x48x56,TRUE,300,252,0.84,48,48,56,129024
770,tiled,fifo-1-slow,48x48x64,TRUE,342,288,0.842105263,48,48,64,147456
790,tiled,fifo-1-slow,48x48x72,TRUE,384,324,0.84375,48,48,72,165888
810,tiled,fifo-1-slow,48x56x16,TRUE,102,84,0.823529412,48,56,16,43008
830,tiled,fifo-1-slow,48x56x24,TRUE,150,126,0.84,48,56,24,64512
850,tiled,fifo-1-slow,48x56x32,TRUE,198,168,0.848484848,48,56,32,86016
870,tiled,fifo-1-slow,48x56x40,TRUE,246,210,0.853658537,48,56,40,107520
890,tiled,fifo-1-slow,48x56x48,TRUE,294,252,0.857142857,48,56,48,129024
910,tiled,fifo-1-slow,48x56x56,TRUE,342,294,0.859649123,48,56,56,150528
930,tiled,fifo-1-slow,48x56x64,TRUE,390,336,0.861538462,48,56,64,172032
950,tiled,fifo-1-slow,48x56x72,TRUE,438,378,0.863013699,48,56,72,193536
970,tiled,fifo-1-slow,48x64x16,TRUE,114,96,0.842105263,48,64,16,49152
990,tiled,fifo-1-slow,48x64x24,TRUE,168,144,0.857142857,48,64,24,73728
1010,tiled,fifo-1-slow,48x64x32,TRUE,222,192,0.864864865,48,64,32,98304
1030,tiled,fifo-1-slow,48x64x40,TRUE,276,240,0.869565217,48,64,40,122880
1050,tiled,fifo-1-slow,48x64x48,TRUE,330,288,0.872727273,48,64,48,147456
1070,tiled,fifo-1-slow,48x64x56,TRUE,384,336,0.875,48,64,56,172032
1090,tiled,fifo-1-slow,48x64x64,TRUE,438,384,0.876712329,48,64,64,196608
1110,tiled,fifo-1-slow,48x64x72,TRUE,492,432,0.87804878,48,64,72,221184
1130,tiled,fifo-1-slow,48x72x16,TRUE,126,108,0.857142857,48,72,16,55296
1150,tiled,fifo-1-slow,48x72x24,TRUE,186,162,0.870967742,48,72,24,82944
1170,tiled,fifo-1-slow,48x72x32,TRUE,246,216,0.87804878,48,72,32,110592
1190,tiled,fifo-1-slow,48x72x40,TRUE,306,270,0.882352941,48,72,40,138240
1210,tiled,fifo-1-slow,48x72x48,TRUE,366,324,0.885245902,48,72,48,165888
1230,tiled,fifo-1-slow,48x72x56,TRUE,426,378,0.887323944,48,72,56,193536
1250,tiled,fifo-1-slow,48x72x64,TRUE,486,432,0.888888889,48,72,64,221184
1270,tiled,fifo-1-slow,48x72x72,TRUE,546,486,0.89010989,48,72,72,248832
1290,tiled,fifo-1-slow,56x16x16,TRUE,48,28,0.583333333,56,16,16,14336
1310,tiled,fifo-1-slow,56x16x24,TRUE,68,42,0.617647059,56,16,24,21504
1330,tiled,fifo-1-slow,56x16x32,TRUE,90,56,0.622222222,56,16,32,28672
1350,tiled,fifo-1-slow,56x16x40,TRUE,110,70,0.636363636,56,16,40,35840
1370,tiled,fifo-1-slow,56x16x48,TRUE,132,84,0.636363636,56,16,48,43008
1390,tiled,fifo-1-slow,56x16x56,TRUE,152,98,0.644736842,56,16,56,50176
1410,tiled,fifo-1-slow,56x16x64,TRUE,174,112,0.643678161,56,16,64,57344
1430,tiled,fifo-1-slow,56x16x72,TRUE,194,126,0.649484536,56,16,72,64512
1450,tiled,fifo-1-slow,56x24x16,TRUE,62,42,0.677419355,56,24,16,21504
1470,tiled,fifo-1-slow,56x24x24,TRUE,90,63,0.7,56,24,24,32256
1490,tiled,fifo-1-slow,56x24x32,TRUE,118,84,0.711864407,56,24,32,43008
1510,tiled,fifo-1-slow,56x24x40,TRUE,146,105,0.719178082,56,24,40,53760
1530,tiled,fifo-1-slow,56x24x48,TRUE,174,126,0.724137931,56,24,48,64512
1550,tiled,fifo-1-slow,56x24x56,TRUE,202,147,0.727722772,56,24,56,75264
1570,tiled,fifo-1-slow,56x24x64,TRUE,230,168,0.730434783,56,24,64,86016
1590,tiled,fifo-1-slow,56x24x72,TRUE,258,189,0.73255814,56,24,72,96768
1610,tiled,fifo-1-slow,56x32x16,TRUE,76,56,0.736842105,56,32,16,28672
1630,tiled,fifo-1-slow,56x32x24,TRUE,111,84,0.756756757,56,32,24,43008
1650,tiled,fifo-1-slow,56x32x32,TRUE,146,112,0.767123288,56,32,32,57344
1670,tiled,fifo-1-slow,56x32x40,TRUE,181,140,0.773480663,56,32,40,71680
1690,tiled,fifo-1-slow,56x32x48,TRUE,216,168,0.777777778,56,32,48,86016
1710,tiled,fifo-1-slow,56x32x56,TRUE,251,196,0.780876494,56,32,56,100352
1730,tiled,fifo-1-slow,56x32x64,TRUE,286,224,0.783216783,56,32,64,114688
1750,tiled,fifo-1-slow,56x32x72,TRUE,321,252,0.785046729,56,32,72,129024
1770,tiled,fifo-1-slow,56x40x16,TRUE,90,70,0.777777778,56,40,16,35840
1790,tiled,fifo-1-slow,56x40x24,TRUE,132,105,0.795454545,56,40,24,53760
1810,tiled,fifo-1-slow,56x40x32,TRUE,174,140,0.804597701,56,40,32,71680
1830,tiled,fifo-1-slow,56x40x40,TRUE,216,175,0.810185185,56,40,40,89600
1850,tiled,fifo-1-slow,56x40x48,TRUE,258,210,0.813953488,56,40,48,107520
1870,tiled,fifo-1-slow,56x40x56,TRUE,300,245,0.816666667,56,40,56,125440
1890,tiled,fifo-1-slow,56x40x64,TRUE,342,280,0.81871345,56,40,64,143360
1910,tiled,fifo-1-slow,56x40x72,TRUE,384,315,0.8203125,56,40,72,161280
1930,tiled,fifo-1-slow,56x48x16,TRUE,104,84,0.807692308,56,48,16,43008
1950,tiled,fifo-1-slow,56x48x24,TRUE,153,126,0.823529412,56,48,24,64512
1970,tiled,fifo-1-slow,56x48x32,TRUE,202,168,0.831683168,56,48,32,86016
1990,tiled,fifo-1-slow,56x48x40,TRUE,251,210,0.836653386,56,48,40,107520
2010,tiled,fifo-1-slow,56x48x48,TRUE,300,252,0.84,56,48,48,129024
2030,tiled,fifo-1-slow,56x48x56,TRUE,349,294,0.842406877,56,48,56,150528
2050,tiled,fifo-1-slow,56x48x64,TRUE,398,336,0.844221106,56,48,64,172032
2070,tiled,fifo-1-slow,56x48x72,TRUE,447,378,0.845637584,56,48,72,193536
2090,tiled,fifo-1-slow,56x56x16,TRUE,118,98,0.830508475,56,56,16,50176
2110,tiled,fifo-1-slow,56x56x24,TRUE,174,147,0.844827586,56,56,24,75264
2130,tiled,fifo-1-slow,56x56x32,TRUE,230,196,0.852173913,56,56,32,100352
2150,tiled,fifo-1-slow,56x56x40,TRUE,286,245,0.856643357,56,56,40,125440
2170,tiled,fifo-1-slow,56x56x48,TRUE,342,294,0.859649123,56,56,48,150528
2190,tiled,fifo-1-slow,56x56x56,TRUE,398,343,0.861809045,56,56,56,175616
2210,tiled,fifo-1-slow,56x56x64,TRUE,454,392,0.863436123,56,56,64,200704
2230,tiled,fifo-1-slow,56x56x72,TRUE,510,441,0.864705882,56,56,72,225792
2250,tiled,fifo-1-slow,56x64x16,TRUE,132,112,0.848484848,56,64,16,57344
